	filepath	filename	genre	beats	tempo	plp	spectrogram	chromagram	tempogram	zero_crossings	zero_crossing_rate	spectral_centroid	spectral_rolloff	spectral_contrast	spectral_bandwidth	spectral_flatness	rms	mfccs
25	data/music-genres-dataset/pop/pop.00092.wav	pop.00092.wav	pop	107.666015625	107.666015625	0.48666602	1.3017024	0.48741004	0.1525353035630995	96249	0.145285008217324	3270.0808829467123	6880.766023781903	23.603793370452443	2988.7582143884124	0.0787308	0.22702415	5.788633
26	data/music-genres-dataset/pop/pop.00086.wav	pop.00086.wav	pop	129.19921875	129.19921875	0.36127013	-0.54482484	0.3876648	0.1284458199601811	122656	0.1851541352474864	3593.770316589631	7634.611323593387	20.531860630294616	3171.001978737726	0.10665849	0.13245592	2.2687209
27	data/music-genres-dataset/pop/pop.00079.wav	pop.00079.wav	pop	112.34714673913044	112.34714673913044	0.0	-23.014889	0.35192028	0.1158339317172905	48055	0.0725258150860402	1995.186312712328	4383.364110535093	25.09074113926136	2424.91901828124	0.01508145	0.037541915	-7.684949
28	data/music-genres-dataset/pop/pop.00051.wav	pop.00051.wav	pop	112.34714673913044	112.34714673913044	0.0	3.8215816	0.44702187	0.1849629907646043	152491	0.2300956472351121	4157.9880015154895	8677.730976290602	18.549394468602845	3451.420955563018	0.11403146	0.21315025	5.711976
29	data/music-genres-dataset/pop/pop.00045.wav	pop.00045.wav	pop	117.45383522727272	117.45383522727272	0.0	-3.6780527	0.4128149	0.140475135093079	82805	0.1249614812935034	2843.350642092025	6481.061145047854	22.052679456190667	3039.5268476827296	0.046260625	0.2022344	3.7897637
30	data/music-genres-dataset/pop/pop.00053.wav	pop.00053.wav	pop	161.4990234375	129.19921875	0.31032234	-9.562411	0.27737978	0.2238975413238475	70828	0.1069275515999613	2638.945071761489	5625.495191959107	21.28682729624488	2753.646332282537	0.02472082	0.17207895	-16.481249
31	data/music-genres-dataset/pop/pop.00047.wav	pop.00047.wav	pop	112.34714673913044	112.34714673913044	0.5882531	-0.46921694	0.43340743	0.1539426032986749	84410	0.1273545503431941	3151.3426231432663	7293.569018724623	26.1552774844186	3220.369558586063	0.057108466	0.21573293	5.3492327
32	data/music-genres-dataset/pop/pop.00090.wav	pop.00090.wav	pop	103.359375	103.359375	0.0	0.6073396	0.3531917	0.158013728188836	97740	0.1475236248066512	3603.8169001578863	7960.298939149507	25.686270344713837	3334.3307613639963	0.06889588	0.19402906	3.1118777
33	data/music-genres-dataset/pop/pop.00084.wav	pop.00084.wav	pop	99.38401442307692	99.38401442307692	0.035942256	-6.0765285	0.40905848	0.1265399572569215	90049	0.1358426382443928	3263.258088175465	6830.038926551624	21.28279069803385	3047.529076417464	0.058182016	0.17923316	-1.2939434
34	data/music-genres-dataset/pop/pop.00085.wav	pop.00085.wav	pop	117.45383522727272	117.45383522727272	0.3471864	-5.4292893	0.44389048	0.1131176488731655	80839	0.1220257516434648	2516.390402631999	5087.9478366081785	19.66214281428755	2465.9151104959374	0.053675275	0.19529577	2.7276757
35	data/music-genres-dataset/pop/pop.00091.wav	pop.00091.wav	pop	117.45383522727272	117.45383522727272	0.0	4.3870873	0.42457318	0.1366263502641238	110458	0.1667410606390177	3694.9173919656873	7867.821076076711	20.41852448416638	3245.8503218073524	0.098814316	0.26519832	3.7395794
36	data/music-genres-dataset/pop/pop.00046.wav	pop.00046.wav	pop	117.45383522727272	117.45383522727272	0.0	-3.7486432	0.41511118	0.1414618712231068	80936	0.1221488604505027	2838.512094103497	6486.948219529438	23.28612632469249	3045.8682151180096	0.04433625	0.20334217	3.7956748
37	data/music-genres-dataset/pop/pop.00052.wav	pop.00052.wav	pop	103.359375	103.359375	0.0	2.135727	0.5228801	0.1545355038525992	103394	0.1560256851798143	3663.396966791056	7777.549825079756	20.724619270906697	3276.436432947402	0.075299755	0.32138827	7.269337
38	data/music-genres-dataset/pop/pop.00056.wav	pop.00056.wav	pop	89.10290948275862	89.10290948275862	0.0	-1.5111217	0.4732298	0.116645788018321	96430	0.1455535062596674	3682.741434796903	7568.646112782772	21.259738827853703	3222.7138441198144	0.060747374	0.24992587	3.515723
39	data/music-genres-dataset/pop/pop.00042.wav	pop.00042.wav	pop	92.28515625	92.28515625	0.0	-0.39936233	0.3795776	0.140274603368762	95230	0.1436721317913766	3001.399838354504	6442.932553744925	16.807566923103586	2971.8793278148164	0.0597721	0.22344695	4.620347
40	data/music-genres-dataset/pop/pop.00095.wav	pop.00095.wav	pop	103.359375	103.359375	0.61069745	0.579028	0.36581385	0.135696691656058	70515	0.1064026398153518	3047.49275477347	7385.888671875	22.82869592158749	3306.7960072696064	0.037242774	0.30359313	4.3050885
41	data/music-genres-dataset/pop/pop.00081.wav	pop.00081.wav	pop	143.5546875	143.5546875	0.0	-11.274418	0.3699757	0.1151518947585909	56949	0.0859662002126836	2246.5077749351376	5154.995536361659	26.033626504071663	2684.309323138118	0.026549626	0.092144385	-3.1277323
42	data/music-genres-dataset/pop/pop.00080.wav	pop.00080.wav	pop	112.34714673913044	112.34714673913044	0.041146252	-0.4668717	0.43354028	0.1476852059350404	84514	0.1275573400038669	3151.406048473924	7294.559912449245	26.118820456128567	3220.6233818211003	0.05699832	0.21566187	5.352807
43	data/music-genres-dataset/pop/pop.00094.wav	pop.00094.wav	pop	151.99908088235293	151.99908088235293	0.027178884	-2.3742926	0.3329856	0.1548159949606761	85162	0.1285184194943928	2806.8735131504363	6104.063553599913	19.353065308324812	2858.235591463432	0.046335153	0.1985883	4.0884266
44	data/music-genres-dataset/pop/pop.00043.wav	pop.00043.wav	pop	135.99917763157896	135.99917763157896	0.3817879	-1.7116141	0.47351146	0.161594834052934	68411	0.1032505256670533	2702.9067309440616	5775.678042524652	22.622416464169078	2725.929593546676	0.037677154	0.25418848	7.62723
45	data/music-genres-dataset/pop/pop.00057.wav	pop.00057.wav	pop	103.359375	103.359375	0.0	2.3254662	0.51852125	0.1484678663493887	102082	0.1540589653422273	3672.8534760255566	7783.88654881453	21.44573499135436	3279.628966853664	0.07526888	0.32924145	7.3443804
46	data/music-genres-dataset/pop/pop.00069.wav	pop.00069.wav	pop	107.666015625	107.666015625	0.20896606	-1.3778968	0.49693635	0.1262548733962507	63225	0.0954452007202242	2327.3042886281555	4929.812855731583	19.4262538428538	2516.6762247449906	0.040149216	0.21548757	6.368126
47	data/music-genres-dataset/pop/pop.00041.wav	pop.00041.wav	pop	107.666015625	107.666015625	0.5188234	-17.096615	0.28234515	0.1909801721631844	49910	0.0753308832414926	2053.421991406216	4506.526371719113	25.635319986131588	2559.2979840466637	0.0092658335	0.08331509	-5.7627707
48	data/music-genres-dataset/pop/pop.00055.wav	pop.00055.wav	pop	103.359375	103.359375	0.412826	1.010285	0.43306988	0.1131178513586748	111009	0.1674797134812451	3941.4176965620686	8260.423161977958	20.4345690337441	3361.641124681993	0.08935369	0.24072388	0.5266835
49	data/music-genres-dataset/pop/pop.00082.wav	pop.00082.wav	pop	129.19921875	129.19921875	0.0	-1.3819716	0.46200803	0.141567087939525	66497	0.1003438738640758	3169.1342473591576	7556.089241045533	22.234648835988956	3341.543631933233	0.044105932	0.20792219	5.771175
50	data/music-genres-dataset/pop/pop.00096.wav	pop.00096.wav	pop	92.28515625	92.28515625	0.0	-1.3135383	0.3399235	0.1331963501433378	69778	0.1053082553895978	3126.5703488042013	6931.9177897513055	24.621103398922276	3162.804933052279	0.038031522	0.25110945	5.873758
51	data/music-genres-dataset/pop/pop.00097.wav	pop.00097.wav	pop	99.38401442307692	99.38401442307692	0.102743335	-5.4825044	0.46714664	0.1061513978966136	90878	0.13715000845901	3508.793497823872	7585.041656848173	20.57086435898335	3309.975742561449	0.06360163	0.20420928	1.9646809
52	data/music-genres-dataset/pop/pop.00083.wav	pop.00083.wav	pop	123.046875	123.046875	0.0	-7.0929947	0.2981575	0.1390885273444158	55825	0.0842608033642691	2489.4473576233404	5976.6962392147625	21.29124042930227	2941.850498775188	0.022955207	0.14295633	4.120143
53	data/music-genres-dataset/pop/pop.00054.wav	pop.00054.wav	pop	129.19921875	129.19921875	0.69962823	0.33020929	0.39028412	0.1321901957053977	90111	0.135989538017208	3497.7204060983595	7662.173157446346	18.82921485425573	3294.829799317652	0.06353621	0.27340764	3.7819626
54	data/music-genres-dataset/pop/pop.00040.wav	pop.00040.wav	pop	129.19921875	129.19921875	0.0	-7.5675387	0.29227325	0.2138618938883239	63458	0.095775630800464	1962.1017412302308	3820.6530506815534	22.520935179602795	2325.1332860434068	0.011288063	0.1992373	3.765968
55	data/music-genres-dataset/pop/pop.00068.wav	pop.00068.wav	pop	129.19921875	129.19921875	0.002704502	1.326328	0.40741664	0.1399596426626638	102773	0.1549981420388631	3262.9888387042474	6715.594864776682	20.079766636474425	2931.274188979255	0.072910875	0.245588	0.75225717
56	data/music-genres-dataset/pop/pop.00065.wav	pop.00065.wav	pop	117.45383522727272	117.45383522727272	0.424588	-8.2473135	0.3459126	0.1149869777174889	66376	0.1001263564626836	2519.345523615794	5497.911379785382	18.302071791405403	2684.3184920569984	0.034208566	0.13344806	-1.0896533
57	data/music-genres-dataset/pop/pop.00071.wav	pop.00071.wav	pop	112.34714673913044	112.34714673913044	0.715733	0.8865761	0.44719937	0.1503000698513779	126504	0.1909561098221191	3889.142797928619	8055.108316868474	17.64477759208121	3271.061089591972	0.11156915	0.19133395	2.854071
58	data/music-genres-dataset/pop/pop.00059.wav	pop.00059.wav	pop	89.10290948275862	89.10290948275862	0.016563192	-1.0054567	0.47559872	0.1107090038512297	95888	0.1447344172950502	3728.389159013531	7635.0859533606435	21.97864603033204	3224.6342587686468	0.06670011	0.25176802	3.499704
59	data/music-genres-dataset/pop/pop.00058.wav	pop.00058.wav	pop	99.38401442307692	99.38401442307692	0.19035049	-5.085711	0.3399333	0.1338605615645682	96546	0.1456660413041376	2939.073505677376	5748.815663065545	19.486970430037164	2629.1685773023933	0.06092383	0.16735059	-1.9108241
60	data/music-genres-dataset/pop/pop.00070.wav	pop.00070.wav	pop	123.046875	123.046875	0.0	-3.7726004	0.43733516	0.125737579208971	90369	0.1364041805636117	3142.6674701457778	6826.525000906323	18.666514608994003	3002.059002889508	0.07803584	0.16773868	-0.6804078
61	data/music-genres-dataset/pop/pop.00064.wav	pop.00064.wav	pop	129.19921875	129.19921875	0.4118311	-3.0665064	0.34642994	0.1469074822728547	136406	0.2058738006332173	3647.914741035446	7113.759278476653	18.175845975169967	2886.9189518418634	0.06888272	0.16904928	-3.699829
62	data/music-genres-dataset/pop/pop.00072.wav	pop.00072.wav	pop	117.45383522727272	117.45383522727272	0.5064083	1.9678316	0.48068458	0.1568444060586657	87194	0.1315953844015854	2568.447243329625	5349.876853429524	21.796614249208357	2558.809406796564	0.06431947	0.23431744	3.1012993
63	data/music-genres-dataset/pop/pop.00066.wav	pop.00066.wav	pop	80.74951171875	107.666015625	0.060333997	-2.4008226	0.35436416	0.1620301655298256	66091	0.0997370154195669	2844.938006939507	6841.255177367314	20.362617059117586	3219.56793663068	0.03148739	0.24325845	6.492812
64	data/music-genres-dataset/pop/pop.00099.wav	pop.00099.wav	pop	78.30255681818181	161.4990234375	0.40230554	-7.821394	0.3604772	0.1116146713411549	63588	0.0959727559454756	2765.1075887034285	6871.273428436775	20.30153895661996	3222.448108646942	0.030045671	0.13809818	2.3944702
65	data/music-genres-dataset/pop/pop.00098.wav	pop.00098.wav	pop	117.45383522727272	117.45383522727272	0.0	2.084769	0.3991621	0.1196792110790151	121251	0.1830084167150038	3633.161730198139	7532.774094583817	20.42992629873456	3133.802296377424	0.099256	0.21295623	3.6560988
66	data/music-genres-dataset/pop/pop.00067.wav	pop.00067.wav	pop	112.34714673913044	112.34714673913044	0.715733	0.8865761	0.44719937	0.1503000698513779	126504	0.1909561098221191	3889.142797928619	8055.108316868474	17.64477759208121	3271.061089591972	0.11156915	0.19133395	2.854071
67	data/music-genres-dataset/pop/pop.00073.wav	pop.00073.wav	pop	129.19921875	129.19921875	0.0	3.6256979	0.42355037	0.1494529589356917	107185	0.1617966937354988	3669.8104669349937	7876.372738725348	20.139989904983544	3295.063698895931	0.088762715	0.25978214	5.705092
68	data/music-genres-dataset/pop/pop.00077.wav	pop.00077.wav	pop	112.34714673913044	112.34714673913044	0.0	2.4635088	0.44521752	0.110208878921622	141724	0.2138275358903712	4036.598130091535	8331.018094728828	19.38220471737568	3342.1673491763763	0.118904814	0.23100165	5.0904765
69	data/music-genres-dataset/pop/pop.00063.wav	pop.00063.wav	pop	80.74951171875	123.046875	0.15822911	-11.7309	0.31666338	0.1907640024719649	49444	0.0746156437306651	1826.4363763192464	3795.930668594112	21.48117215863971	2294.4440494068185	0.011083444	0.12607248	0.11078226
70	data/music-genres-dataset/pop/pop.00088.wav	pop.00088.wav	pop	99.38401442307692	99.38401442307692	0.0	0.47873372	0.43138164	0.113160940485352	113913	0.1719573242942768	3510.5451859317413	7255.865096160818	15.69811622730494	3148.451567612696	0.094928406	0.23481187	3.4126837
71	data/music-genres-dataset/pop/pop.00089.wav	pop.00089.wav	pop	99.38401442307692	99.38401442307692	0.0	-0.13240339	0.4370141	0.1120086508608602	109729	0.165640634063225	3400.226425903773	7052.723555775087	18.23449172388885	3070.516996215444	0.08530017	0.22049896	2.8037877
72	data/music-genres-dataset/pop/pop.00062.wav	pop.00062.wav	pop	161.4990234375	107.666015625	0.0	0.9018153	0.32983235	0.2244818342305491	65036	0.0981573708188321	2467.9251574059203	5480.674825079756	17.9495236933757	2624.8797622408765	0.016092591	0.39773378	7.9920154
73	data/music-genres-dataset/pop/pop.00076.wav	pop.00076.wav	pop	215.33203125	143.5546875	0.8809574	1.3764483	0.47552854	0.1274689994474427	94564	0.1427405077822892	3543.32110100659	7779.922973916038	22.20837800777307	3311.216250938861	0.060537316	0.24525866	7.4019923
74	data/music-genres-dataset/pop/pop.00048.wav	pop.00048.wav	pop	129.19921875	129.19921875	0.5349242	0.17385115	0.46497998	0.1557952835569093	139533	0.2106100909947796	4052.736284531415	8382.994217662414	16.66560887461093	3426.4159902663764	0.09751998	0.15650387	4.689706
75	data/music-genres-dataset/pop/pop.00060.wav	pop.00060.wav	pop	129.19921875	129.19921875	0.69962823	0.33020929	0.39028412	0.1321901957053977	90111	0.135989538017208	3497.7204060983595	7662.173157446346	18.82921485425573	3294.829799317652	0.06353621	0.27340764	3.7819626
76	data/music-genres-dataset/pop/pop.00074.wav	pop.00074.wav	pop	83.35433467741936	83.35433467741936	0.0	-3.5261981	0.3493944	0.1451109192896997	86722	0.130859375	3420.3620778653058	7790.464750851943	21.053898846871565	3369.237131680584	0.0393054	0.21034999	0.45030996
77	data/music-genres-dataset/pop/pop.00075.wav	pop.00075.wav	pop	95.703125	95.703125	0.0	-1.0326561	0.4093409	0.1227610395783609	105414	0.1591457004060325	3644.718270129949	7658.242889899942	22.866095224316503	3200.801723771361	0.06934525	0.18559822	3.661049
78	data/music-genres-dataset/pop/pop.00061.wav	pop.00061.wav	pop	95.703125	95.703125	0.41453168	-2.2468884	0.455698	0.1538247087005812	74231	0.1119383821539056	2949.6800642835224	6068.40803318953	19.84358534155504	2908.803732552112	0.045671757	0.22074887	3.4729302
79	data/music-genres-dataset/pop/pop.00049.wav	pop.00049.wav	pop	58.72691761363637	117.45383522727272	0.0	-13.738197	0.32277596	0.1260009375052647	43799	0.0661139609918793	1988.190130588844	4267.096471233323	21.45138754591927	2580.398916972383	0.011481372	0.14742191	-1.2746532
80	data/music-genres-dataset/pop/pop.00006.wav	pop.00006.wav	pop	92.28515625	92.28515625	0.29760793	-13.281357	0.37445435	0.1491511896287618	44845	0.067680010755027	2125.387814050436	4978.558165512616	23.436277437145147	2673.835976774353	0.017817674	0.093941845	0.64303106
81	data/music-genres-dataset/pop/pop.00012.wav	pop.00012.wav	pop	99.38401442307692	99.38401442307692	0.0	-2.9393525	0.3858306	0.2134193298758819	83413	0.1258851749806651	2679.229420480153	5533.591880709832	22.22143222740577	2661.7580745039486	0.04431869	0.16415471	2.0379703
82	data/music-genres-dataset/pop/pop.00013.wav	pop.00013.wav	pop	143.5546875	143.5546875	0.0	-11.365211	0.3561689	0.1179168716291806	34213	0.0516445221867749	2150.0303330246825	5224.7411316342805	24.75639739186665	2917.5456247039115	0.012471496	0.17301951	4.0866866
83	data/music-genres-dataset/pop/pop.00007.wav	pop.00007.wav	pop	129.19921875	129.19921875	0.0	-19.65037	0.25170586	0.1861926779148582	54538	0.0823005033110982	1967.7443319775643	4125.7567226471865	19.2088750215833	2326.1583264393216	0.009455331	0.08430226	-2.6772807
84	data/music-genres-dataset/pop/pop.00011.wav	pop.00011.wav	pop	123.046875	123.046875	0.0	-20.22051	0.22564939	0.2401116702455918	57691	0.0870847532385924	2200.3688931673737	4626.45781975058	19.78095494811395	2579.579748614417	0.011644172	0.055756837	-11.3470335
85	data/music-genres-dataset/pop/pop.00005.wav	pop.00005.wav	pop	172.265625	112.34714673913044	0.0	-9.367197	0.32321796	0.2003108707741183	70712	0.1067315593580819	2290.140212581673	4748.687475076131	24.169014064161573	2436.188548574044	0.025019092	0.13958415	-1.5545058
86	data/music-genres-dataset/pop/pop.00039.wav	pop.00039.wav	pop	83.35433467741936	83.35433467741936	0.18171485	3.0696118	0.3840544	0.152565883736169	123980	0.1871117918600154	3934.6761087225946	8525.399801515372	21.22207435481593	3509.6560954903543	0.068302654	0.27967092	6.9118676
87	data/music-genres-dataset/pop/pop.00038.wav	pop.00038.wav	pop	92.28515625	92.28515625	0.0	2.1462476	0.40066114	0.107779973020643	97078	0.1465032567188708	3267.7669115148387	6921.259437083092	24.16881363934769	3014.2803759052745	0.088447906	0.22168663	4.5288815
88	data/music-genres-dataset/pop/pop.00004.wav	pop.00004.wav	pop	107.666015625	107.666015625	0.0	0.020480888	0.38440332	0.2052642562068442	81962	0.1237088680636117	2753.2347229442976	5986.838327925609	24.92522719840765	2861.556999695085	0.046667587	0.21107702	5.243221
89	data/music-genres-dataset/pop/pop.00010.wav	pop.00010.wav	pop	107.666015625	107.666015625	0.0	-9.863546	0.378008	0.1075878797209503	43830	0.0661728719547563	1900.3844542030547	4189.7318191705335	24.41262465133173	2420.0936287841605	0.016659072	0.18395777	4.526392
90	data/music-genres-dataset/pop/pop.00028.wav	pop.00028.wav	pop	99.38401442307692	99.38401442307692	0.0	-1.0135201	0.3494472	0.1228713262890019	80300	0.1212074179476024	2945.9657787255	6654.684044645446	21.29323270582282	3051.313426775141	0.05918875	0.19454771	4.441889
91	data/music-genres-dataset/pop/pop.00014.wav	pop.00014.wav	pop	117.45383522727272	117.45383522727272	0.034708027	-12.242128	0.4259999	0.2057755925633877	58320	0.0880261957414926	1997.915262326416	4139.121297672564	15.98697890711419	2291.452673810269	0.021856433	0.078025505	0.61633825
92	data/music-genres-dataset/pop/pop.00000.wav	pop.00000.wav	pop	89.10290948275862	135.99917763157896	0.37905124	-3.7311387	0.3896536	0.1546148557548519	83949	0.1267201245891338	3422.0718638850176	7953.037936394287	20.816860183943504	3409.782870940985	0.045823973	0.18578337	3.6223097
93	data/music-genres-dataset/pop/pop.00001.wav	pop.00001.wav	pop	107.666015625	107.666015625	0.7590664	0.22705643	0.41301465	0.16320580557904	98964	0.1493944255123743	3702.062803250321	8072.969384425754	17.730563053623676	3431.853403597145	0.05436196	0.26224416	5.194636
94	data/music-genres-dataset/pop/pop.00015.wav	pop.00015.wav	pop	103.359375	103.359375	0.0	-0.43628478	0.38674167	0.1072781407463912	93841	0.1415838136842614	3207.6174705599383	7020.323829031323	23.442346998083558	3125.923874185513	0.07255928	0.1960698	4.2238116
95	data/music-genres-dataset/pop/pop.00029.wav	pop.00029.wav	pop	161.4990234375	161.4990234375	0.24934973	-0.41680372	0.35469094	0.1231308049407179	73881	0.1115192079949729	2988.487255730714	6919.161073901537	21.355116147138883	3142.962821988948	0.04873359	0.23409334	5.973606
96	data/music-genres-dataset/pop/pop.00003.wav	pop.00003.wav	pop	92.28515625	92.28515625	0.0	-13.23637	0.40990362	0.1551442135236105	56546	0.0853230888679427	1837.4928261899652	3671.361171784368	24.43062573900075	2067.3993702071366	0.009738689	0.12934098	2.6468828
97	data/music-genres-dataset/pop/pop.00017.wav	pop.00017.wav	pop	107.666015625	112.34714673913044	0.5844157	-2.5146499	0.43535957	0.2572991448178062	83615	0.1261634915168213	2789.3877173532187	6113.039884987674	17.374066802016618	2795.7392913796725	0.05015651	0.14306945	3.2830515
98	data/music-genres-dataset/pop/pop.00016.wav	pop.00016.wav	pop	107.666015625	112.34714673913044	0.0	-4.0219173	0.38881102	0.1255664764489562	101588	0.1533135150812065	3488.8979434426483	7496.760520138486	20.608098694815943	3205.348888677377	0.09175766	0.14656842	-0.11263577
